algoritmo,versao,dataset,tamanho,threads,amostra,tempo_ms,speedup,eficiencia,obs
Insertion,parallel-summary,random,100000,1,0,596.590,1.000,1.000,median-serial-as-threads1
Insertion,parallel,random,100000,2,1,190.189,3.137,1.568,
Insertion,parallel,random,100000,2,2,190.322,3.135,1.567,
Insertion,parallel,random,100000,2,3,187.658,3.179,1.590,
Insertion,parallel,random,100000,2,4,191.696,3.112,1.556,
Insertion,parallel,random,100000,2,5,189.497,3.148,1.574,
Insertion,parallel-summary,random,100000,2,0,190.189,3.137,1.568,median
Insertion,parallel,random,100000,4,1,60.412,9.875,2.469,
Insertion,parallel,random,100000,4,2,51.170,11.659,2.915,
Insertion,parallel,random,100000,4,3,51.365,11.615,2.904,
Insertion,parallel,random,100000,4,4,54.640,10.919,2.730,
Insertion,parallel,random,100000,4,5,52.649,11.331,2.833,
Insertion,parallel-summary,random,100000,4,0,52.649,11.331,2.833,median
Insertion,parallel,random,100000,8,1,30.106,19.816,2.477,
Insertion,parallel,random,100000,8,2,30.324,19.674,2.459,
Insertion,parallel,random,100000,8,3,19.880,30.010,3.751,
Insertion,parallel,random,100000,8,4,17.914,33.302,4.163,
Insertion,parallel,random,100000,8,5,18.625,32.032,4.004,
Insertion,parallel-summary,random,100000,8,0,19.880,30.010,3.751,median
Insertion,serial,reversed,10000,1,1,11.930,,,
Insertion,serial,reversed,10000,1,2,11.902,,,
Insertion,serial,reversed,10000,1,3,11.938,,,
Insertion,serial,reversed,10000,1,4,13.361,,,
Insertion,serial,reversed,10000,1,5,11.985,,,
Insertion,serial-summary,reversed,10000,1,0,11.938,,,median
Insertion,parallel-summary,reversed,10000,1,0,11.938,1.000,1.000,median-serial-as-threads1
Insertion,parallel,reversed,10000,2,1,4.515,2.644,1.322,
Insertion,parallel,reversed,10000,2,2,5.144,2.321,1.160,
Insertion,parallel,reversed,10000,2,3,4.528,2.637,1.318,
Insertion,parallel,reversed,10000,2,4,3.800,3.141,1.571,
Insertion,parallel,reversed,10000,2,5,3.815,3.129,1.565,
Insertion,parallel-summary,reversed,10000,2,0,4.515,2.644,1.322,median
Insertion,parallel,reversed,10000,4,1,2.714,4.398,1.099,
Insertion,parallel,reversed,10000,4,2,2.205,5.414,1.353,
Insertion,parallel,reversed,10000,4,3,5.361,2.227,0.557,
Insertion,parallel,reversed,10000,4,4,2.313,5.161,1.290,
Insertion,parallel,reversed,10000,4,5,1.755,6.802,1.701,
Insertion,parallel-summary,reversed,10000,4,0,2.313,5.161,1.290,median
Insertion,parallel,reversed,10000,8,1,1.201,9.944,1.243,
Insertion,parallel,reversed,10000,8,2,1.091,10.941,1.368,
Insertion,parallel,reversed,10000,8,3,1.494,7.992,0.999,
Insertion,parallel,reversed,10000,8,4,1.211,9.862,1.233,
Insertion,parallel,reversed,10000,8,5,1.613,7.402,0.925,
Insertion,parallel-summary,reversed,10000,8,0,1.211,9.862,1.233,median
Insertion,serial,reversed,50000,1,1,299.353,,,
Insertion,serial,reversed,50000,1,2,296.887,,,
Insertion,serial,reversed,50000,1,3,296.719,,,
Insertion,serial,reversed,50000,1,4,299.275,,,
Insertion,serial,reversed,50000,1,5,296.874,,,
Insertion,serial-summary,reversed,50000,1,0,296.887,,,median
Insertion,parallel-summary,reversed,50000,1,0,296.887,1.000,1.000,median-serial-as-threads1
Insertion,parallel,reversed,50000,2,1,76.498,3.881,1.941,
Insertion,parallel,reversed,50000,2,2,76.208,3.896,1.948,
Insertion,parallel,reversed,50000,2,3,78.044,3.804,1.902,
Insertion,parallel,reversed,50000,2,4,93.540,3.174,1.587,
Insertion,parallel,reversed,50000,2,5,77.668,3.822,1.911,
Insertion,parallel-summary,reversed,50000,2,0,77.668,3.822,1.911,median
Insertion,parallel,reversed,50000,4,1,23.054,12.878,3.219,
Insertion,parallel,reversed,50000,4,2,22.188,13.381,3.345,
Insertion,parallel,reversed,50000,4,3,21.452,13.839,3.460,
Insertion,parallel,reversed,50000,4,4,21.354,13.903,3.476,
Insertion,parallel,reversed,50000,4,5,21.428,13.855,3.464,
Insertion,parallel-summary,reversed,50000,4,0,21.452,13.839,3.460,median
Insertion,parallel,reversed,50000,8,1,9.281,31.989,3.999,
Insertion,parallel,reversed,50000,8,2,7.686,38.629,4.829,
Insertion,parallel,reversed,50000,8,3,8.058,36.844,4.606,
Insertion,parallel,reversed,50000,8,4,7.271,40.831,5.104,
Insertion,parallel,reversed,50000,8,5,12.478,23.792,2.974,
Insertion,parallel-summary,reversed,50000,8,0,8.058,36.844,4.606,median
Insertion,serial,reversed,100000,1,1,1191.015,,,
Insertion,serial,reversed,100000,1,2,1188.751,,,
Insertion,serial,reversed,100000,1,3,1204.062,,,
Insertion,serial,reversed,100000,1,4,1201.964,,,
Insertion,serial,reversed,100000,1,5,1208.199,,,
Insertion,serial-summary,reversed,100000,1,0,1201.964,,,median
Insertion,parallel-summary,reversed,100000,1,0,1201.964,1.000,1.000,median-serial-as-threads1
Insertion,parallel,reversed,100000,2,1,302.188,3.978,1.989,
Insertion,parallel,reversed,100000,2,2,303.163,3.965,1.982,
Insertion,parallel,reversed,100000,2,3,306.111,3.927,1.963,
Insertion,parallel,reversed,100000,2,4,304.314,3.950,1.975,
Insertion,parallel,reversed,100000,2,5,308.918,3.891,1.945,
Insertion,parallel-summary,reversed,100000,2,0,304.314,3.950,1.975,median
Insertion,parallel,reversed,100000,4,1,92.072,13.055,3.264,
Insertion,parallel,reversed,100000,4,2,80.551,14.922,3.730,
Insertion,parallel,reversed,100000,4,3,82.654,14.542,3.636,
Insertion,parallel,reversed,100000,4,4,94.882,12.668,3.167,
Insertion,parallel,reversed,100000,4,5,81.910,14.674,3.669,
Insertion,parallel-summary,reversed,100000,4,0,82.654,14.542,3.636,median
Insertion,parallel,reversed,100000,8,1,25.710,46.751,5.844,
Insertion,parallel,reversed,100000,8,2,27.938,43.022,5.378,
Insertion,parallel,reversed,100000,8,3,25.653,46.856,5.857,
Insertion,parallel,reversed,100000,8,4,25.388,47.344,5.918,
Insertion,parallel,reversed,100000,8,5,36.268,33.141,4.143,
Insertion,parallel-summary,reversed,100000,8,0,25.710,46.751,5.844,median
Insertion,serial,nearly,10000,1,1,0.186,,,
Insertion,serial,nearly,10000,1,2,0.173,,,
Insertion,serial,nearly,10000,1,3,0.177,,,
Insertion,serial,nearly,10000,1,4,0.174,,,
Insertion,serial,nearly,10000,1,5,0.169,,,
Insertion,serial-summary,nearly,10000,1,0,0.174,,,median
Insertion,parallel-summary,nearly,10000,1,0,0.174,1.000,1.000,median-serial-as-threads1
Insertion,parallel,nearly,10000,2,1,0.597,0.292,0.146,
Insertion,parallel,nearly,10000,2,2,0.924,0.189,0.094,
Insertion,parallel,nearly,10000,2,3,0.722,0.241,0.121,
Insertion,parallel,nearly,10000,2,4,0.540,0.323,0.161,
Insertion,parallel,nearly,10000,2,5,0.611,0.285,0.143,
Insertion,parallel-summary,nearly,10000,2,0,0.611,0.285,0.143,median
Insertion,parallel,nearly,10000,4,1,0.829,0.210,0.053,
Insertion,parallel,nearly,10000,4,2,2.424,0.072,0.018,
Insertion,parallel,nearly,10000,4,3,0.915,0.191,0.048,
Insertion,parallel,nearly,10000,4,4,0.893,0.195,0.049,
Insertion,parallel,nearly,10000,4,5,0.644,0.271,0.068,
Insertion,parallel-summary,nearly,10000,4,0,0.893,0.195,0.049,median
Insertion,parallel,nearly,10000,8,1,0.810,0.215,0.027,
Insertion,parallel,nearly,10000,8,2,0.505,0.345,0.043,
Insertion,parallel,nearly,10000,8,3,0.590,0.296,0.037,
Insertion,parallel,nearly,10000,8,4,0.525,0.332,0.042,
Insertion,parallel,nearly,10000,8,5,0.950,0.184,0.023,
Insertion,parallel-summary,nearly,10000,8,0,0.590,0.296,0.037,median
Insertion,serial,nearly,50000,1,1,4.183,,,
Insertion,serial,nearly,50000,1,2,4.058,,,
Insertion,serial,nearly,50000,1,3,4.149,,,
Insertion,serial,nearly,50000,1,4,5.615,,,
Insertion,serial,nearly,50000,1,5,4.110,,,
Insertion,serial-summary,nearly,50000,1,0,4.149,,,median
Insertion,parallel-summary,nearly,50000,1,0,4.149,1.000,1.000,median-serial-as-threads1
Insertion,parallel,nearly,50000,2,1,2.926,1.418,0.709,
Insertion,parallel,nearly,50000,2,2,2.881,1.440,0.720,
Insertion,parallel,nearly,50000,2,3,2.966,1.399,0.699,
Insertion,parallel,nearly,50000,2,4,3.248,1.277,0.639,
Insertion,parallel,nearly,50000,2,5,3.199,1.297,0.648,
Insertion,parallel-summary,nearly,50000,2,0,2.966,1.399,0.699,median
Insertion,parallel,nearly,50000,4,1,2.096,1.979,0.495,
Insertion,parallel,nearly,50000,4,2,1.851,2.242,0.560,
Insertion,parallel,nearly,50000,4,3,1.735,2.391,0.598,
Insertion,parallel,nearly,50000,4,4,1.698,2.444,0.611,
Insertion,parallel,nearly,50000,4,5,2.045,2.029,0.507,
Insertion,parallel-summary,nearly,50000,4,0,1.851,2.242,0.560,median
Insertion,parallel,nearly,50000,8,1,2.140,1.939,0.242,
Insertion,parallel,nearly,50000,8,2,1.402,2.959,0.370,
Insertion,parallel,nearly,50000,8,3,1.822,2.277,0.285,
Insertion,parallel,nearly,50000,8,4,1.645,2.522,0.315,
Insertion,parallel,nearly,50000,8,5,1.380,3.006,0.376,
Insertion,parallel-summary,nearly,50000,8,0,1.645,2.522,0.315,median
Insertion,serial,nearly,100000,1,1,15.686,,,
Insertion,serial,nearly,100000,1,2,16.242,,,
Insertion,serial,nearly,100000,1,3,16.011,,,
Insertion,serial,nearly,100000,1,4,15.624,,,
Insertion,serial,nearly,100000,1,5,16.888,,,
Insertion,serial-summary,nearly,100000,1,0,16.011,,,median
Insertion,parallel-summary,nearly,100000,1,0,16.011,1.000,1.000,median-serial-as-threads1
Insertion,parallel,nearly,100000,2,1,7.729,2.072,1.036,
Insertion,parallel,nearly,100000,2,2,8.955,1.788,0.894,
Insertion,parallel,nearly,100000,2,3,8.007,2.000,1.000,
Insertion,parallel,nearly,100000,2,4,8.585,1.865,0.932,
Insertion,parallel,nearly,100000,2,5,7.886,2.030,1.015,
Insertion,parallel-summary,nearly,100000,2,0,8.007,2.000,1.000,median
Insertion,parallel,nearly,100000,4,1,3.904,4.101,1.025,
Insertion,parallel,nearly,100000,4,2,4.075,3.929,0.982,
Insertion,parallel,nearly,100000,4,3,4.388,3.649,0.912,
Insertion,parallel,nearly,100000,4,4,3.831,4.179,1.045,
Insertion,parallel,nearly,100000,4,5,3.925,4.080,1.020,
Insertion,parallel-summary,nearly,100000,4,0,3.925,4.080,1.020,median
Insertion,parallel,nearly,100000,8,1,3.615,4.430,0.554,
Insertion,parallel,nearly,100000,8,2,3.854,4.154,0.519,
Insertion,parallel,nearly,100000,8,3,3.849,4.160,0.520,
Insertion,parallel,nearly,100000,8,4,2.891,5.539,0.692,
Insertion,parallel,nearly,100000,8,5,3.199,5.004,0.626,
Insertion,parallel-summary,nearly,100000,8,0,3.615,4.430,0.554,median
Insertion,serial,dupes,10000,1,1,5.335,,,
Insertion,serial,dupes,10000,1,2,5.274,,,
Insertion,serial,dupes,10000,1,3,5.310,,,
Insertion,serial,dupes,10000,1,4,5.304,,,
Insertion,serial,dupes,10000,1,5,5.346,,,
Insertion,serial-summary,dupes,10000,1,0,5.310,,,median
Insertion,parallel-summary,dupes,10000,1,0,5.310,1.000,1.000,median-serial-as-threads1
Insertion,parallel,dupes,10000,2,1,2.580,2.058,1.029,
Insertion,parallel,dupes,10000,2,2,3.228,1.645,0.822,
Insertion,parallel,dupes,10000,2,3,3.719,1.428,0.714,
Insertion,parallel,dupes,10000,2,4,2.524,2.104,1.052,
Insertion,parallel,dupes,10000,2,5,3.272,1.623,0.811,
Insertion,parallel-summary,dupes,10000,2,0,3.228,1.645,0.822,median
Insertion,parallel,dupes,10000,4,1,1.648,3.222,0.806,
Insertion,parallel,dupes,10000,4,2,1.853,2.866,0.717,
Insertion,parallel,dupes,10000,4,3,1.990,2.668,0.667,
Insertion,parallel,dupes,10000,4,4,2.062,2.575,0.644,
Insertion,parallel,dupes,10000,4,5,1.805,2.942,0.735,
Insertion,parallel-summary,dupes,10000,4,0,1.853,2.866,0.717,median
Insertion,parallel,dupes,10000,8,1,1.115,4.761,0.595,
Insertion,parallel,dupes,10000,8,2,1.446,3.673,0.459,
Insertion,parallel,dupes,10000,8,3,0.954,5.564,0.696,
Insertion,parallel,dupes,10000,8,4,1.078,4.927,0.616,
Insertion,parallel,dupes,10000,8,5,1.133,4.688,0.586,
Insertion,parallel-summary,dupes,10000,8,0,1.115,4.761,0.595,median
Insertion,serial,dupes,50000,1,1,133.937,,,
Insertion,serial,dupes,50000,1,2,132.989,,,
Insertion,serial,dupes,50000,1,3,134.187,,,
Insertion,serial,dupes,50000,1,4,133.823,,,
Insertion,serial,dupes,50000,1,5,135.369,,,
Insertion,serial-summary,dupes,50000,1,0,133.937,,,median
Insertion,parallel-summary,dupes,50000,1,0,133.937,1.000,1.000,median-serial-as-threads1
Insertion,parallel,dupes,50000,2,1,43.125,3.106,1.553,
Insertion,parallel,dupes,50000,2,2,44.450,3.013,1.507,
Insertion,parallel,dupes,50000,2,3,44.278,3.025,1.512,
Insertion,parallel,dupes,50000,2,4,43.643,3.069,1.534,
Insertion,parallel,dupes,50000,2,5,44.833,2.987,1.494,
Insertion,parallel-summary,dupes,50000,2,0,44.278,3.025,1.512,median
Insertion,parallel,dupes,50000,4,1,12.352,10.843,2.711,
Insertion,parallel,dupes,50000,4,2,12.866,10.410,2.603,
Insertion,parallel,dupes,50000,4,3,13.696,9.780,2.445,
Insertion,parallel,dupes,50000,4,4,12.724,10.526,2.632,
Insertion,parallel,dupes,50000,4,5,12.726,10.525,2.631,
Insertion,parallel-summary,dupes,50000,4,0,12.726,10.525,2.631,median
Insertion,parallel,dupes,50000,8,1,6.588,20.332,2.542,
Insertion,parallel,dupes,50000,8,2,4.879,27.455,3.432,
Insertion,parallel,dupes,50000,8,3,4.657,28.763,3.595,
Insertion,parallel,dupes,50000,8,4,5.581,23.999,3.000,
Insertion,parallel,dupes,50000,8,5,4.975,26.923,3.365,
Insertion,parallel-summary,dupes,50000,8,0,4.975,26.923,3.365,median
Insertion,serial,dupes,100000,1,1,534.631,,,
Insertion,serial,dupes,100000,1,2,539.114,,,
Insertion,serial,dupes,100000,1,3,537.511,,,
Insertion,serial,dupes,100000,1,4,540.713,,,
Insertion,serial,dupes,100000,1,5,537.795,,,
Insertion,serial-summary,dupes,100000,1,0,537.795,,,median
Insertion,parallel-summary,dupes,100000,1,0,537.795,1.000,1.000,median-serial-as-threads1
Insertion,parallel,dupes,100000,2,1,169.889,3.166,1.583,
Insertion,parallel,dupes,100000,2,2,170.650,3.151,1.576,
Insertion,parallel,dupes,100000,2,3,171.072,3.144,1.572,
Insertion,parallel,dupes,100000,2,4,171.467,3.136,1.568,
Insertion,parallel,dupes,100000,2,5,170.803,3.149,1.574,
Insertion,parallel-summary,dupes,100000,2,0,170.803,3.149,1.574,median
Insertion,parallel,dupes,100000,4,1,48.473,11.095,2.774,
Insertion,parallel,dupes,100000,4,2,54.878,9.800,2.450,
Insertion,parallel,dupes,100000,4,3,44.584,12.063,3.016,
Insertion,parallel,dupes,100000,4,4,46.125,11.660,2.915,
Insertion,parallel,dupes,100000,4,5,47.675,11.280,2.820,
Insertion,parallel-summary,dupes,100000,4,0,47.675,11.280,2.820,median
Insertion,parallel,dupes,100000,8,1,17.382,30.939,3.867,
Insertion,parallel,dupes,100000,8,2,21.934,24.519,3.065,
Insertion,parallel,dupes,100000,8,3,24.037,22.373,2.797,
Insertion,parallel,dupes,100000,8,4,15.915,33.791,4.224,
Insertion,parallel,dupes,100000,8,5,17.109,31.434,3.929,
Insertion,parallel-summary,dupes,100000,8,0,17.382,30.939,3.867,median
Counting,serial,random,10000,1,1,0.369,,,
Counting,serial,random,10000,1,2,0.554,,,
Counting,serial,random,10000,1,3,0.372,,,
Counting,serial,random,10000,1,4,0.376,,,
Counting,serial,random,10000,1,5,0.404,,,
Counting,serial-summary,random,10000,1,0,0.376,,,median
Counting,parallel-summary,random,10000,1,0,0.376,1.000,1.000,median-serial-as-threads1
Counting,parallel,random,10000,2,1,6.118,0.061,0.031,
Counting,parallel,random,10000,2,2,7.840,0.048,0.024,
Counting,parallel,random,10000,2,3,6.245,0.060,0.030,
Counting,parallel,random,10000,2,4,6.601,0.057,0.028,
Counting,parallel,random,10000,2,5,6.348,0.059,0.030,
Counting,parallel-summary,random,10000,2,0,6.348,0.059,0.030,median
Counting,parallel,random,10000,4,1,2.104,0.179,0.045,
Counting,parallel,random,10000,4,2,1.708,0.220,0.055,
Counting,parallel,random,10000,4,3,2.045,0.184,0.046,
Counting,parallel,random,10000,4,4,1.502,0.250,0.063,
Counting,parallel,random,10000,4,5,2.027,0.185,0.046,
Counting,parallel-summary,random,10000,4,0,2.027,0.185,0.046,median
Counting,parallel,random,10000,8,1,2.636,0.142,0.018,
Counting,parallel,random,10000,8,2,3.030,0.124,0.015,
Counting,parallel,random,10000,8,3,2.934,0.128,0.016,
Counting,parallel,random,10000,8,4,1.825,0.206,0.026,
Counting,parallel,random,10000,8,5,2.134,0.176,0.022,
Counting,parallel-summary,random,10000,8,0,2.636,0.142,0.018,median
Counting,serial,random,50000,1,1,1.233,,,
Counting,serial,random,50000,1,2,1.266,,,
Counting,serial,random,50000,1,3,1.249,,,
Counting,serial,random,50000,1,4,1.419,,,
Counting,serial,random,50000,1,5,1.278,,,
Counting,serial-summary,random,50000,1,0,1.266,,,median
Counting,parallel-summary,random,50000,1,0,1.266,1.000,1.000,median-serial-as-threads1
Counting,parallel,random,50000,2,1,4.262,0.297,0.149,
Counting,parallel,random,50000,2,2,8.618,0.147,0.073,
Counting,parallel,random,50000,2,3,3.708,0.341,0.171,
Counting,parallel,random,50000,2,4,4.551,0.278,0.139,
Counting,parallel,random,50000,2,5,3.607,0.351,0.176,
Counting,parallel-summary,random,50000,2,0,4.262,0.297,0.149,median
Counting,parallel,random,50000,4,1,5.072,0.250,0.062,
Counting,parallel,random,50000,4,2,4.845,0.261,0.065,
Counting,parallel,random,50000,4,3,5.012,0.253,0.063,
Counting,parallel,random,50000,4,4,9.567,0.132,0.033,
Counting,parallel,random,50000,4,5,6.211,0.204,0.051,
Counting,parallel-summary,random,50000,4,0,5.072,0.250,0.062,median
Counting,parallel,random,50000,8,1,12.740,0.099,0.012,
Counting,parallel,random,50000,8,2,7.671,0.165,0.021,
Counting,parallel,random,50000,8,3,12.497,0.101,0.013,
Counting,parallel,random,50000,8,4,7.251,0.175,0.022,
Counting,parallel,random,50000,8,5,8.145,0.155,0.019,
Counting,parallel-summary,random,50000,8,0,8.145,0.155,0.019,median
Counting,serial,random,100000,1,1,2.236,,,
Counting,serial,random,100000,1,2,2.373,,,
Counting,serial,random,100000,1,3,2.450,,,
Counting,serial,random,100000,1,4,2.129,,,
Counting,serial,random,100000,1,5,2.336,,,
Counting,serial-summary,random,100000,1,0,2.336,,,median
Counting,parallel-summary,random,100000,1,0,2.336,1.000,1.000,median-serial-as-threads1
Counting,parallel,random,100000,2,1,7.098,0.329,0.165,
Counting,parallel,random,100000,2,2,7.491,0.312,0.156,
Counting,parallel,random,100000,2,3,6.414,0.364,0.182,
Counting,parallel,random,100000,2,4,7.481,0.312,0.156,
Counting,parallel,random,100000,2,5,7.569,0.309,0.154,
Counting,parallel-summary,random,100000,2,0,7.481,0.312,0.156,median
Counting,parallel,random,100000,4,1,8.468,0.276,0.069,
Counting,parallel,random,100000,4,2,9.236,0.253,0.063,
Counting,parallel,random,100000,4,3,8.624,0.271,0.068,
Counting,parallel,random,100000,4,4,11.927,0.196,0.049,
Counting,parallel,random,100000,4,5,8.396,0.278,0.070,
Counting,parallel-summary,random,100000,4,0,8.624,0.271,0.068,median
Counting,parallel,random,100000,8,1,16.192,0.144,0.018,
Counting,parallel,random,100000,8,2,14.204,0.164,0.021,
Counting,parallel,random,100000,8,3,14.093,0.166,0.021,
Counting,parallel,random,100000,8,4,20.463,0.114,0.014,
Counting,parallel,random,100000,8,5,21.278,0.110,0.014,
Counting,parallel-summary,random,100000,8,0,16.192,0.144,0.018,median
Counting,serial,reversed,10000,1,1,0.030,,,
Counting,serial,reversed,10000,1,2,0.030,,,
Counting,serial,reversed,10000,1,3,0.020,,,
Counting,serial,reversed,10000,1,4,0.020,,,
Counting,serial,reversed,10000,1,5,0.025,,,
Counting,serial-summary,reversed,10000,1,0,0.025,,,median
Counting,parallel-summary,reversed,10000,1,0,0.025,1.000,1.000,median-serial-as-threads1
Counting,parallel,reversed,10000,2,1,0.571,0.043,0.022,
Counting,parallel,reversed,10000,2,2,0.572,0.043,0.022,
Counting,parallel,reversed,10000,2,3,0.853,0.029,0.015,
Counting,parallel,reversed,10000,2,4,0.652,0.038,0.019,
Counting,parallel,reversed,10000,2,5,0.595,0.042,0.021,
Counting,parallel-summary,reversed,10000,2,0,0.595,0.042,0.021,median
Counting,parallel,reversed,10000,4,1,0.892,0.028,0.007,
Counting,parallel,reversed,10000,4,2,0.559,0.044,0.011,
Counting,parallel,reversed,10000,4,3,0.585,0.042,0.011,
Counting,parallel,reversed,10000,4,4,0.735,0.034,0.008,
Counting,parallel,reversed,10000,4,5,0.688,0.036,0.009,
Counting,parallel-summary,reversed,10000,4,0,0.688,0.036,0.009,median
Counting,parallel,reversed,10000,8,1,0.676,0.037,0.005,
Counting,parallel,reversed,10000,8,2,0.706,0.035,0.004,
Counting,parallel,reversed,10000,8,3,0.739,0.034,0.004,
Counting,parallel,reversed,10000,8,4,0.603,0.041,0.005,
Counting,parallel,reversed,10000,8,5,0.694,0.036,0.004,
Counting,parallel-summary,reversed,10000,8,0,0.694,0.036,0.004,median
Counting,serial,reversed,50000,1,1,0.267,,,
Counting,serial,reversed,50000,1,2,0.165,,,
Counting,serial,reversed,50000,1,3,0.139,,,
Counting,serial,reversed,50000,1,4,0.165,,,
Counting,serial,reversed,50000,1,5,0.133,,,
Counting,serial-summary,reversed,50000,1,0,0.165,,,median
Counting,parallel-summary,reversed,50000,1,0,0.165,1.000,1.000,median-serial-as-threads1
Counting,parallel,reversed,50000,2,1,1.176,0.140,0.070,
Counting,parallel,reversed,50000,2,2,1.038,0.159,0.079,
Counting,parallel,reversed,50000,2,3,1.430,0.115,0.058,
Counting,parallel,reversed,50000,2,4,1.116,0.148,0.074,
Counting,parallel,reversed,50000,2,5,1.181,0.139,0.070,
Counting,parallel-summary,reversed,50000,2,0,1.176,0.140,0.070,median
Counting,parallel,reversed,50000,4,1,1.504,0.109,0.027,
Counting,parallel,reversed,50000,4,2,1.447,0.114,0.028,
Counting,parallel,reversed,50000,4,3,1.542,0.107,0.027,
Counting,parallel,reversed,50000,4,4,1.154,0.143,0.036,
Counting,parallel,reversed,50000,4,5,1.255,0.131,0.033,
Counting,parallel-summary,reversed,50000,4,0,1.447,0.114,0.028,median
Counting,parallel,reversed,50000,8,1,1.626,0.101,0.013,
Counting,parallel,reversed,50000,8,2,1.659,0.099,0.012,
Counting,parallel,reversed,50000,8,3,1.548,0.106,0.013,
Counting,parallel,reversed,50000,8,4,1.896,0.087,0.011,
Counting,parallel,reversed,50000,8,5,1.748,0.094,0.012,
Counting,parallel-summary,reversed,50000,8,0,1.659,0.099,0.012,median
Counting,serial,reversed,100000,1,1,0.313,,,
Counting,serial,reversed,100000,1,2,0.287,,,
Counting,serial,reversed,100000,1,3,0.276,,,
Counting,serial,reversed,100000,1,4,0.269,,,
Counting,serial,reversed,100000,1,5,0.288,,,
Counting,serial-summary,reversed,100000,1,0,0.287,,,median
Counting,parallel-summary,reversed,100000,1,0,0.287,1.000,1.000,median-serial-as-threads1
Counting,parallel,reversed,100000,2,1,2.586,0.111,0.055,
Counting,parallel,reversed,100000,2,2,2.911,0.099,0.049,
Counting,parallel,reversed,100000,2,3,2.258,0.127,0.064,
Counting,parallel,reversed,100000,2,4,2.448,0.117,0.059,
Counting,parallel,reversed,100000,2,5,2.155,0.133,0.067,
Counting,parallel-summary,reversed,100000,2,0,2.448,0.117,0.059,median
Counting,parallel,reversed,100000,4,1,2.682,0.107,0.027,
Counting,parallel,reversed,100000,4,2,1.554,0.185,0.046,
Counting,parallel,reversed,100000,4,3,2.898,0.099,0.025,
Counting,parallel,reversed,100000,4,4,2.970,0.097,0.024,
