algoritmo,versao,dataset,tamanho,threads,amostra,tempo_ms,speedup,eficiencia,obs
Insertion,parallel,reversed,100000,8,3,46.387,33.813,4.227,
Insertion,parallel,reversed,100000,8,4,48.974,32.027,4.003,
Insertion,parallel,reversed,100000,8,5,47.633,32.928,4.116,
Insertion,serial,nearly,10000,1,1,0.216,,,
Insertion,serial,nearly,10000,1,2,0.231,,,
Insertion,serial,nearly,10000,1,3,0.214,,,
Insertion,serial,nearly,10000,1,4,0.208,,,
Insertion,serial,nearly,10000,1,5,0.204,,,
Insertion,serial-summary,nearly,10000,1,0,0.214,,,median
Insertion,parallel,nearly,10000,2,1,0.766,0.279,0.140,
Insertion,parallel,nearly,10000,2,2,0.608,0.352,0.176,
Insertion,parallel,nearly,10000,2,3,0.624,0.343,0.172,
Insertion,parallel,nearly,10000,2,4,0.635,0.337,0.169,
Insertion,parallel,nearly,10000,2,5,0.568,0.377,0.188,
Insertion,parallel,nearly,10000,4,1,0.674,0.318,0.079,
Insertion,parallel,nearly,10000,4,2,0.829,0.258,0.065,
Insertion,parallel,nearly,10000,4,3,0.609,0.351,0.088,
Insertion,parallel,nearly,10000,4,4,0.681,0.314,0.079,
Insertion,parallel,nearly,10000,4,5,0.668,0.321,0.080,
Insertion,parallel,nearly,10000,8,1,0.831,0.257,0.032,
Insertion,parallel,nearly,10000,8,2,0.923,0.232,0.029,
Insertion,parallel,nearly,10000,8,3,0.621,0.344,0.043,
Insertion,parallel,nearly,10000,8,4,0.675,0.317,0.040,
Insertion,parallel,nearly,10000,8,5,0.647,0.331,0.041,
Insertion,serial,nearly,50000,1,1,5.089,,,
Insertion,serial,nearly,50000,1,2,5.417,,,
Insertion,serial,nearly,50000,1,3,5.014,,,
Insertion,serial,nearly,50000,1,4,4.619,,,
Insertion,serial,nearly,50000,1,5,5.051,,,
Insertion,serial-summary,nearly,50000,1,0,5.051,,,median
Insertion,parallel,nearly,50000,2,1,2.929,1.725,0.862,
Insertion,parallel,nearly,50000,2,2,2.771,1.823,0.911,
Insertion,parallel,nearly,50000,2,3,3.061,1.650,0.825,
Insertion,parallel,nearly,50000,2,4,3.019,1.673,0.837,
Insertion,parallel,nearly,50000,2,5,3.146,1.605,0.803,
Insertion,parallel,nearly,50000,4,1,2.045,2.470,0.618,
Insertion,parallel,nearly,50000,4,2,1.845,2.739,0.685,
Insertion,parallel,nearly,50000,4,3,2.722,1.856,0.464,
Insertion,parallel,nearly,50000,4,4,2.165,2.334,0.583,
Insertion,parallel,nearly,50000,4,5,2.196,2.300,0.575,
Insertion,parallel,nearly,50000,8,1,1.551,3.257,0.407,
Insertion,parallel,nearly,50000,8,2,3.581,1.411,0.176,
Insertion,parallel,nearly,50000,8,3,1.495,3.380,0.422,
Insertion,parallel,nearly,50000,8,4,1.590,3.178,0.397,
Insertion,parallel,nearly,50000,8,5,1.602,3.152,0.394,
Insertion,serial,nearly,100000,1,1,19.417,,,
Insertion,serial,nearly,100000,1,2,20.537,,,
Insertion,serial,nearly,100000,1,3,19.536,,,
Insertion,serial,nearly,100000,1,4,19.700,,,
Insertion,serial,nearly,100000,1,5,22.586,,,
Insertion,serial-summary,nearly,100000,1,0,19.700,,,median
Insertion,parallel,nearly,100000,2,1,8.462,2.328,1.164,
Insertion,parallel,nearly,100000,2,2,9.952,1.980,0.990,
Insertion,parallel,nearly,100000,2,3,10.173,1.937,0.968,
Insertion,parallel,nearly,100000,2,4,9.636,2.044,1.022,
Insertion,parallel,nearly,100000,2,5,9.008,2.187,1.093,
Insertion,parallel,nearly,100000,4,1,5.690,3.462,0.866,
Insertion,parallel,nearly,100000,4,2,5.735,3.435,0.859,
Insertion,parallel,nearly,100000,4,3,5.346,3.685,0.921,
Insertion,parallel,nearly,100000,4,4,6.414,3.072,0.768,
Insertion,parallel,nearly,100000,4,5,5.700,3.456,0.864,
Insertion,parallel,nearly,100000,8,1,3.908,5.040,0.630,
Insertion,parallel,nearly,100000,8,2,3.391,5.810,0.726,
Insertion,parallel,nearly,100000,8,3,5.755,3.423,0.428,
Insertion,parallel,nearly,100000,8,4,3.078,6.401,0.800,
Insertion,parallel,nearly,100000,8,5,3.384,5.821,0.728,
Insertion,serial,dupes,10000,1,1,6.600,,,
Insertion,serial,dupes,10000,1,2,6.505,,,
Insertion,serial,dupes,10000,1,3,6.517,,,
Insertion,serial,dupes,10000,1,4,6.647,,,
Insertion,serial,dupes,10000,1,5,6.625,,,
Insertion,serial-summary,dupes,10000,1,0,6.600,,,median
Insertion,parallel,dupes,10000,2,1,3.194,2.067,1.033,
Insertion,parallel,dupes,10000,2,2,3.076,2.146,1.073,
Insertion,parallel,dupes,10000,2,3,2.912,2.266,1.133,
Insertion,parallel,dupes,10000,2,4,3.619,1.824,0.912,
Insertion,parallel,dupes,10000,2,5,2.963,2.227,1.114,
Insertion,parallel,dupes,10000,4,1,1.664,3.966,0.992,
Insertion,parallel,dupes,10000,4,2,1.602,4.119,1.030,
Insertion,parallel,dupes,10000,4,3,1.656,3.987,0.997,
Insertion,parallel,dupes,10000,4,4,1.864,3.540,0.885,
Insertion,parallel,dupes,10000,4,5,1.995,3.308,0.827,
Insertion,parallel,dupes,10000,8,1,1.385,4.765,0.596,
Insertion,parallel,dupes,10000,8,2,1.195,5.524,0.690,
Insertion,parallel,dupes,10000,8,3,1.189,5.553,0.694,
Insertion,parallel,dupes,10000,8,4,1.174,5.620,0.703,
Insertion,parallel,dupes,10000,8,5,1.304,5.063,0.633,
Insertion,serial,dupes,50000,1,1,190.240,,,
Insertion,serial,dupes,50000,1,2,165.407,,,
Insertion,serial,dupes,50000,1,3,174.872,,,
Insertion,serial,dupes,50000,1,4,171.582,,,
Insertion,serial,dupes,50000,1,5,172.336,,,
Insertion,serial-summary,dupes,50000,1,0,172.336,,,median
Insertion,parallel,dupes,50000,2,1,73.342,2.350,1.175,
Insertion,parallel,dupes,50000,2,2,71.718,2.403,1.201,
Insertion,parallel,dupes,50000,2,3,54.587,3.157,1.579,
Insertion,parallel,dupes,50000,2,4,70.145,2.457,1.228,
Insertion,parallel,dupes,50000,2,5,62.482,2.758,1.379,
Insertion,parallel,dupes,50000,4,1,25.306,6.810,1.702,
Insertion,parallel,dupes,50000,4,2,23.978,7.187,1.797,
Insertion,parallel,dupes,50000,4,3,25.606,6.730,1.683,
Insertion,parallel,dupes,50000,4,4,27.615,6.241,1.560,
Insertion,parallel,dupes,50000,4,5,27.678,6.227,1.557,
Insertion,parallel,dupes,50000,8,1,7.867,21.906,2.738,
Insertion,parallel,dupes,50000,8,2,8.695,19.821,2.478,
Insertion,parallel,dupes,50000,8,3,8.061,21.378,2.672,
Insertion,parallel,dupes,50000,8,4,8.512,20.246,2.531,
Insertion,parallel,dupes,50000,8,5,8.390,20.540,2.567,
Insertion,serial,dupes,100000,1,1,697.079,,,
Insertion,serial,dupes,100000,1,2,734.323,,,
Insertion,serial,dupes,100000,1,3,1042.757,,,
Insertion,serial,dupes,100000,1,4,693.024,,,
Insertion,serial,dupes,100000,1,5,696.813,,,
Insertion,serial-summary,dupes,100000,1,0,697.079,,,median
Insertion,parallel,dupes,100000,2,1,300.947,2.316,1.158,
Insertion,parallel,dupes,100000,2,2,253.824,2.746,1.373,
Insertion,parallel,dupes,100000,2,3,259.696,2.684,1.342,
Insertion,parallel,dupes,100000,2,4,280.589,2.484,1.242,
Insertion,parallel,dupes,100000,2,5,251.391,2.773,1.386,
Insertion,parallel,dupes,100000,4,1,82.870,8.412,2.103,
Insertion,parallel,dupes,100000,4,2,88.160,7.907,1.977,
Insertion,parallel,dupes,100000,4,3,76.493,9.113,2.278,
Insertion,parallel,dupes,100000,4,4,57.344,12.156,3.039,
Insertion,parallel,dupes,100000,4,5,71.854,9.701,2.425,
Insertion,parallel,dupes,100000,8,1,31.319,22.258,2.782,
Insertion,parallel,dupes,100000,8,2,29.245,23.836,2.979,
Insertion,parallel,dupes,100000,8,3,28.340,24.597,3.075,
Insertion,parallel,dupes,100000,8,4,28.320,24.614,3.077,
Insertion,parallel,dupes,100000,8,5,28.101,24.807,3.101,
Counting,serial,random,10000,1,1,0.445,,,
Counting,serial,random,10000,1,2,0.449,,,
Counting,serial,random,10000,1,3,0.452,,,
Counting,serial,random,10000,1,4,0.331,,,
Counting,serial,random,10000,1,5,0.265,,,
Counting,serial-summary,random,10000,1,0,0.445,,,median
Counting,parallel,random,10000,2,1,2.497,0.178,0.089,
Counting,parallel,random,10000,2,2,1.687,0.264,0.132,
Counting,parallel,random,10000,2,3,1.755,0.253,0.127,
Counting,parallel,random,10000,2,4,1.695,0.262,0.131,
Counting,parallel,random,10000,2,5,1.496,0.297,0.149,
Counting,parallel,random,10000,4,1,2.107,0.211,0.053,
Counting,parallel,random,10000,4,2,2.501,0.178,0.044,
Counting,parallel,random,10000,4,3,1.761,0.253,0.063,
Counting,parallel,random,10000,4,4,2.131,0.209,0.052,
Counting,parallel,random,10000,4,5,2.564,0.173,0.043,
Counting,parallel,random,10000,8,1,3.041,0.146,0.018,
Counting,parallel,random,10000,8,2,2.785,0.160,0.020,
Counting,parallel,random,10000,8,3,2.409,0.185,0.023,
Counting,parallel,random,10000,8,4,2.357,0.189,0.024,
Counting,parallel,random,10000,8,5,2.599,0.171,0.021,
Counting,serial,random,50000,1,1,1.287,,,
Counting,serial,random,50000,1,2,1.687,,,
Counting,serial,random,50000,1,3,1.441,,,
Counting,serial,random,50000,1,4,1.424,,,
Counting,serial,random,50000,1,5,1.246,,,
Counting,serial-summary,random,50000,1,0,1.424,,,median
Counting,parallel,random,50000,2,1,3.963,0.359,0.180,
Counting,parallel,random,50000,2,2,8.330,0.171,0.085,
Counting,parallel,random,50000,2,3,4.470,0.318,0.159,
Counting,parallel,random,50000,2,4,3.936,0.362,0.181,
Counting,parallel,random,50000,2,5,3.927,0.362,0.181,
Counting,parallel,random,50000,4,1,6.753,0.211,0.053,
Counting,parallel,random,50000,4,2,6.529,0.218,0.055,
Counting,parallel,random,50000,4,3,5.584,0.255,0.064,
Counting,parallel,random,50000,4,4,10.043,0.142,0.035,
Counting,parallel,random,50000,4,5,4.722,0.301,0.075,
Counting,parallel,random,50000,8,1,14.014,0.102,0.013,
Counting,parallel,random,50000,8,2,8.663,0.164,0.021,
Counting,parallel,random,50000,8,3,13.455,0.106,0.013,
Counting,parallel,random,50000,8,4,8.513,0.167,0.021,
Counting,parallel,random,50000,8,5,11.427,0.125,0.016,
Counting,serial,random,100000,1,1,2.705,,,
Counting,serial,random,100000,1,2,2.763,,,
Counting,serial,random,100000,1,3,2.270,,,
Counting,serial,random,100000,1,4,2.463,,,
Counting,serial,random,100000,1,5,2.406,,,
Counting,serial-summary,random,100000,1,0,2.463,,,median
Counting,parallel,random,100000,2,1,6.358,0.387,0.194,
Counting,parallel,random,100000,2,2,6.080,0.405,0.203,
Counting,parallel,random,100000,2,3,6.191,0.398,0.199,
Counting,parallel,random,100000,2,4,7.564,0.326,0.163,
Counting,parallel,random,100000,2,5,7.467,0.330,0.165,
Counting,parallel,random,100000,4,1,9.256,0.266,0.067,
Counting,parallel,random,100000,4,2,10.211,0.241,0.060,
Counting,parallel,random,100000,4,3,11.846,0.208,0.052,
Counting,parallel,random,100000,4,4,9.610,0.256,0.064,
Counting,parallel,random,100000,4,5,9.461,0.260,0.065,
Counting,parallel,random,100000,8,1,16.564,0.149,0.019,
Counting,parallel,random,100000,8,2,20.935,0.118,0.015,
Counting,parallel,random,100000,8,3,16.901,0.146,0.018,
Counting,parallel,random,100000,8,4,18.126,0.136,0.017,
Counting,parallel,random,100000,8,5,20.777,0.119,0.015,
Counting,serial,reversed,10000,1,1,0.034,,,
Counting,serial,reversed,10000,1,2,0.035,,,
Counting,serial,reversed,10000,1,3,0.028,,,
Counting,serial,reversed,10000,1,4,0.027,,,
Counting,serial,reversed,10000,1,5,0.032,,,
Counting,serial-summary,reversed,10000,1,0,0.032,,,median
Counting,parallel,reversed,10000,2,1,0.420,0.076,0.038,
Counting,parallel,reversed,10000,2,2,0.493,0.064,0.032,
Counting,parallel,reversed,10000,2,3,0.540,0.059,0.029,
Counting,parallel,reversed,10000,2,4,0.596,0.053,0.027,
Counting,parallel,reversed,10000,2,5,0.533,0.060,0.030,
Counting,parallel,reversed,10000,4,1,0.471,0.068,0.017,
Counting,parallel,reversed,10000,4,2,0.428,0.074,0.019,
Counting,parallel,reversed,10000,4,3,0.501,0.063,0.016,
Counting,parallel,reversed,10000,4,4,0.582,0.055,0.014,
Counting,parallel,reversed,10000,4,5,0.593,0.054,0.013,
Counting,parallel,reversed,10000,8,1,0.627,0.051,0.006,
Counting,parallel,reversed,10000,8,2,0.792,0.040,0.005,
Counting,parallel,reversed,10000,8,3,0.661,0.048,0.006,
Counting,parallel,reversed,10000,8,4,0.674,0.047,0.006,
Counting,parallel,reversed,10000,8,5,0.840,0.038,0.005,
Counting,serial,reversed,50000,1,1,0.177,,,
Counting,serial,reversed,50000,1,2,0.187,,,
Counting,serial,reversed,50000,1,3,0.228,,,
Counting,serial,reversed,50000,1,4,0.260,,,
Counting,serial,reversed,50000,1,5,0.240,,,
Counting,serial-summary,reversed,50000,1,0,0.228,,,median
Counting,parallel,reversed,50000,2,1,1.047,0.218,0.109,
Counting,parallel,reversed,50000,2,2,0.924,0.247,0.123,
Counting,parallel,reversed,50000,2,3,1.168,0.195,0.097,
Counting,parallel,reversed,50000,2,4,0.924,0.247,0.123,
Counting,parallel,reversed,50000,2,5,0.989,0.230,0.115,
Counting,parallel,reversed,50000,4,1,1.148,0.198,0.050,
Counting,parallel,reversed,50000,4,2,1.147,0.199,0.050,
Counting,parallel,reversed,50000,4,3,1.547,0.147,0.037,
Counting,parallel,reversed,50000,4,4,1.369,0.166,0.042,
Counting,parallel,reversed,50000,4,5,1.228,0.186,0.046,
Counting,parallel,reversed,50000,8,1,1.892,0.120,0.015,
Counting,parallel,reversed,50000,8,2,1.675,0.136,0.017,
Counting,parallel,reversed,50000,8,3,1.573,0.145,0.018,
Counting,parallel,reversed,50000,8,4,1.909,0.119,0.015,
Counting,parallel,reversed,50000,8,5,1.646,0.138,0.017,
Counting,serial,reversed,100000,1,1,0.352,,,
Counting,serial,reversed,100000,1,2,0.360,,,
Counting,serial,reversed,100000,1,3,0.397,,,
Counting,serial,reversed,100000,1,4,0.378,,,
Counting,serial,reversed,100000,1,5,0.363,,,
Counting,serial-summary,reversed,100000,1,0,0.363,,,median
Counting,parallel,reversed,100000,2,1,1.832,0.198,0.099,
Counting,parallel,reversed,100000,2,2,2.060,0.176,0.088,
Counting,parallel,reversed,100000,2,3,1.560,0.233,0.116,
Counting,parallel,reversed,100000,2,4,1.480,0.245,0.123,
Counting,parallel,reversed,100000,2,5,1.442,0.252,0.126,
Counting,parallel,reversed,100000,4,1,2.394,0.152,0.038,
Counting,parallel,reversed,100000,4,2,2.757,0.132,0.033,
Counting,parallel,reversed,100000,4,3,2.079,0.174,0.044,
Counting,parallel,reversed,100000,4,4,2.181,0.166,0.042,
Counting,parallel,reversed,100000,4,5,2.282,0.159,0.040,
Counting,parallel,reversed,100000,8,1,3.749,0.097,0.012,
Counting,parallel,reversed,100000,8,2,3.935,0.092,0.012,
Counting,parallel,reversed,100000,8,3,4.035,0.090,0.011,
Counting,parallel,reversed,100000,8,4,4.026,0.090,0.011,
Counting,parallel,reversed,100000,8,5,2.497,0.145,0.018,
Counting,serial,nearly,10000,1,1,0.034,,,
Counting,serial,nearly,10000,1,2,0.035,,,
Counting,serial,nearly,10000,1,3,0.033,,,
Counting,serial,nearly,10000,1,4,0.033,,,
Counting,serial,nearly,10000,1,5,0.062,,,
Counting,serial-summary,nearly,10000,1,0,0.034,,,median
Counting,parallel,nearly,10000,2,1,0.438,0.079,0.039,
Counting,parallel,nearly,10000,2,2,0.419,0.082,0.041,
Counting,parallel,nearly,10000,2,3,0.422,0.082,0.041,
Counting,parallel,nearly,10000,2,4,1.469,0.023,0.012,
Counting,parallel,nearly,10000,2,5,0.770,0.045,0.022,
Counting,parallel,nearly,10000,4,1,0.445,0.078,0.019,
Counting,parallel,nearly,10000,4,2,0.467,0.074,0.018,
Counting,parallel,nearly,10000,4,3,0.425,0.081,0.020,
Counting,parallel,nearly,10000,4,4,0.493,0.070,0.017,
Counting,parallel,nearly,10000,4,5,0.470,0.073,0.018,
Counting,parallel,nearly,10000,8,1,0.540,0.064,0.008,
Counting,parallel,nearly,10000,8,2,0.566,0.061,0.008,
Counting,parallel,nearly,10000,8,3,0.530,0.065,0.008,
Counting,parallel,nearly,10000,8,4,0.549,0.063,0.008,
Counting,parallel,nearly,10000,8,5,0.545,0.063,0.008,
Counting,serial,nearly,50000,1,1,0.165,,,
Counting,serial,nearly,50000,1,2,0.164,,,
Counting,serial,nearly,50000,1,3,0.169,,,
Counting,serial,nearly,50000,1,4,0.137,,,
Counting,serial,nearly,50000,1,5,0.177,,,
Counting,serial-summary,nearly,50000,1,0,0.165,,,median
Counting,parallel,nearly,50000,2,1,0.892,0.185,0.092,
Counting,parallel,nearly,50000,2,2,0.937,0.176,0.088,
Counting,parallel,nearly,50000,2,3,0.949,0.174,0.087,
Counting,parallel,nearly,50000,2,4,1.115,0.148,0.074,
Counting,parallel,nearly,50000,2,5,0.806,0.205,0.102,
Counting,parallel,nearly,50000,4,1,1.180,0.140,0.035,
Counting,parallel,nearly,50000,4,2,1.244,0.133,0.033,
Counting,parallel,nearly,50000,4,3,1.455,0.113,0.028,
Counting,parallel,nearly,50000,4,4,1.156,0.143,0.036,
Counting,parallel,nearly,50000,4,5,1.274,0.129,0.032,
Counting,parallel,nearly,50000,8,1,1.527,0.108,0.013,
Counting,parallel,nearly,50000,8,2,1.546,0.107,0.013,
Counting,parallel,nearly,50000,8,3,1.752,0.094,0.012,
Counting,parallel,nearly,50000,8,4,1.639,0.101,0.013,
Counting,parallel,nearly,50000,8,5,1.509,0.109,0.014,
Counting,serial,nearly,100000,1,1,0.350,,,
Counting,serial,nearly,100000,1,2,0.401,,,
Counting,serial,nearly,100000,1,3,0.357,,,
Counting,serial,nearly,100000,1,4,0.366,,,
Counting,serial,nearly,100000,1,5,0.501,,,
Counting,serial-summary,nearly,100000,1,0,0.366,,,median
Counting,parallel,nearly,100000,2,1,1.440,0.254,0.127,
Counting,parallel,nearly,100000,2,2,1.494,0.245,0.122,
Counting,parallel,nearly,100000,2,3,1.436,0.255,0.127,
Counting,parallel,nearly,100000,2,4,1.393,0.263,0.131,
Counting,parallel,nearly,100000,2,5,1.489,0.246,0.123,
Counting,parallel,nearly,100000,4,1,1.981,0.185,0.046,
Counting,parallel,nearly,100000,4,2,1.666,0.220,0.055,
Counting,parallel,nearly,100000,4,3,1.708,0.214,0.054,
Counting,parallel,nearly,100000,4,4,2.026,0.180,0.045,
Counting,parallel,nearly,100000,4,5,1.954,0.187,0.047,
Counting,parallel,nearly,100000,8,1,2.311,0.158,0.020,
Counting,parallel,nearly,100000,8,2,2.190,0.167,0.021,
Counting,parallel,nearly,100000,8,3,2.546,0.144,0.018,
Counting,parallel,nearly,100000,8,4,2.732,0.134,0.017,
Counting,parallel,nearly,100000,8,5,2.682,0.136,0.017,
Counting,serial,dupes,10000,1,1,0.020,,,
Counting,serial,dupes,10000,1,2,0.023,,,
Counting,serial,dupes,10000,1,3,0.022,,,
Counting,serial,dupes,10000,1,4,0.021,,,
Counting,serial,dupes,10000,1,5,0.022,,,
Counting,serial-summary,dupes,10000,1,0,0.022,,,median
Counting,parallel,dupes,10000,2,1,0.447,0.050,0.025,
Counting,parallel,dupes,10000,2,2,0.454,0.049,0.025,
Counting,parallel,dupes,10000,2,3,0.420,0.053,0.027,
Counting,parallel,dupes,10000,2,4,0.457,0.049,0.024,
Counting,parallel,dupes,10000,2,5,0.449,0.050,0.025,
Counting,parallel,dupes,10000,4,1,0.409,0.054,0.014,
Counting,parallel,dupes,10000,4,2,0.421,0.053,0.013,
Counting,parallel,dupes,10000,4,3,0.542,0.041,0.010,
Counting,parallel,dupes,10000,4,4,0.496,0.045,0.011,
Counting,parallel,dupes,10000,4,5,0.431,0.052,0.013,
Counting,parallel,dupes,10000,8,1,0.457,0.049,0.006,
Counting,parallel,dupes,10000,8,2,0.530,0.042,0.005,
Counting,parallel,dupes,10000,8,3,0.615,0.036,0.005,
